term,coef,std_err,t,p_value,ci_low,ci_high
const,99.93820659257977,1.0576102538135037,94.49436239127331,0.0,97.86491284105756,102.01150034410199
RIDAGEYR,0.39410835689736357,0.011599738216147853,33.975625100636336,1.0945200630893388e-231,0.37136872793091286,0.4168479858638143
BMXBMI,0.059990630472914336,0.029324022687687384,2.045784478884041,0.04082083009998302,0.002505074911537543,0.11747618603429114
